Marca| Sección| Categoría| Producto| Precio original| Precio reventa| Vínculo| Imagen|
Mattelsa| hombre| Polo| polo-en-pique-vino-bloques-61471| 68000| 74800| https://www.mattelsa.net/hombre/polo-en-pique-vino-bloques-61471| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/1/61471-1.jpg|
Mattelsa| hombre| Camisa| camisa-marfil-rayas-69569| 80000| 88000| https://www.mattelsa.net/hombre/camisa-marfil-rayas-69569| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/9/69569-1.jpg|
Mattelsa| hombre| Camisa| camisa-negro-flores-66950| 80000| 88000| https://www.mattelsa.net/hombre/camisa-negro-flores-66950| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66950-1.jpg|
Mattelsa| hombre| Shorts| shorts-negro-basico-66337| 78000| 85800| https://www.mattelsa.net/hombre/shorts-negro-basico-66337| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66337-1.jpg|
Mattelsa| hombre| Camiseta| camiseta-negro-texto-66297| 42000| 46200| https://www.mattelsa.net/hombre/camiseta-negro-texto-66297| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66297-1.jpg|
Mattelsa| hombre| Tank| tank-negro-texto-66273| 42000| 46200| https://www.mattelsa.net/hombre/tank-negro-texto-66273| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66273-1.jpg|
Mattelsa| hombre| Camiseta| camiseta-oversize-rosado-ilustracion-66095| 52000| 57200| https://www.mattelsa.net/hombre/camiseta-oversize-rosado-ilustracion-66095| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66095-1.jpg|
Mattelsa| hombre| Camiseta| camiseta-box-fit-negro-ilustracion-66050| 50000| 55000| https://www.mattelsa.net/hombre/camiseta-box-fit-negro-ilustracion-66050| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66050-1.jpg|
Mattelsa| hombre| Tank| tank-verde-texto-66038| 40000| 44000| https://www.mattelsa.net/hombre/tank-verde-texto-66038| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66038-1.jpg|
Mattelsa| hombre| Buzo| buzo-hoodie-morado-ilustracion-66025| 104000| 114400| https://www.mattelsa.net/hombre/buzo-hoodie-morado-ilustracion-66025| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66025-1.jpg|
Mattelsa| hombre| Buzo| buzo-hoodie-gris-basico-66018| 96000| 105600| https://www.mattelsa.net/hombre/buzo-hoodie-gris-basico-66018| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66018-1.jpg|
